user_id,n_sessions,n_programmes_watched,n_episodes_watched,top_3_programmes,top_3_genres,total_genre_comedy_consumption_seconds,total_genre_drama_consumption_seconds,total_genre_entertainment_consumption_seconds,total_genre_sport_consumption_seconds,total_genre_other_consumption_seconds,total_genre_factual_consumption_seconds,total_channel_ITV_consumption_seconds,total_channel_ITV2_consumption_seconds,total_channel_ITV3_consumption_seconds,total_channel_ITVBe_consumption_seconds,total_channel_ITV4_consumption_seconds,total_watch_morning_consumption_seconds,total_watch_afternoon_consumption_seconds,total_watch_dinner_consumption_seconds,total_watch_night_consumption_seconds,total_platform_tv_consumption_seconds,total_platform_mobile_consumption_seconds,total_platform_desktop_consumption_seconds,n_devices_watched_on,total_weekend_consumption_seconds,total_consumption_seconds,any_spy_among_friends_consumption,top_3_subgenres,age,gender
3dgSJIH2S9EWaAWspEQjzFNEXitcaHPBJev/Rwznlbk=,7,2,3,"['THE SUSPECT', 'A SPY AMONG FRIENDS']",,0.0,5986.245000000001,0.0,0.0,0.0,0.0,551.8333,0.0,0.0,0.0,0.0,467.912,5518.3330000000005,0.0,0.0,5986.245000000001,0.0,0.0,,5518.3330000000005,5986.245000000001,True,['CRIME AND THRILLER'],40.0,Male
3exbWwdzQ1Ki5v3KzEc8bFZHGuCOwr6D0njfU1Mkaho=,21,3,12,"['A SPY AMONG FRIENDS', 'GRACE', 'WITHOUT SIN']",['DRAMA'],0.0,47182.79,0.0,0.0,0.0,0.0,106.4405,0.0,2708.8839000000003,0.0,0.0,0.0,14116.482999999998,23371.569,9694.738000000001,47182.79,0.0,0.0,1.0,13355.4,47182.79,True,"['CRIME AND THRILLER', 'CONTEMPORARY BRITISH']",,Female
3h10Tx5p163QrA1YscQPVZdHIwrpqVhLa862C8euIec=,21,10,16,"['THE VOICE', 'A SPY AMONG FRIENDS', 'DOC MARTIN']",,0.0,24543.208,15072.229451369998,0.0,24.43110378,505.0,3025.266055515,0.0,50.5,0.0,0.0,0.0,2664.568,34933.30055515,2547.0,40144.86855515,0.0,0.0,,12131.26729815,40144.86855515,True,"['FAMILY', 'TALENT SHOWS', 'COMEDY']",40.0,Male
3iUyWHSm4msFqLmOJ9n0utHUPRPUxeF18VqZ+dV0sCQ=,41,11,32,"['CORONATION STREET', 'WITHOUT SIN', 'LITVINENKO']","['DRAMA', 'ENTERTAINMENT', 'FACTUAL']",0.0,65006.27100000001,6695.906000000001,0.0,0.0,6106.612000000001,6848.679300000002,0.0,0.0,0.0,0.0,0.0,5239.032,46030.625,26539.132,77808.78900000003,0.0,0.0,1.0,26897.762,77808.78900000003,True,"['LONG RUNNING DRAMA', 'CRIME AND THRILLER', 'BASED ON A TRUE STORY']",49.0,Male
3iXRJ4YC+6x3EJd1mpwsb1oVBsqpsrQ0EFjxw0XL6/0=,23,5,12,"['RICHES', 'A SPY AMONG FRIENDS', 'MIDSOMER MURDERS']","['DRAMA', 'SPORT']",0.0,28363.738000000005,0.0,10.97535627,0.0,0.0,1942.2941356270003,0.0,563.2697000000001,0.0,0.0,0.0,3213.176,11223.670000000002,13937.867356269999,28374.713356270004,0.0,0.0,1.0,16861.494,28374.713356270004,True,"['DRAMA', 'CRIME AND THRILLER', 'FOOTBALL']",,Male
3icOlgn4ZEguEUeGVxFqSmwwCCa1PNDH88bH6xV4IhM=,109,23,94,"['THIS MORNING', 'EMMERDALE', 'LORRAINE']","['ENTERTAINMENT', 'DRAMA', 'SPORT']",0.0,45241.821152,88874.69875549199,11142.904056454998,0.0,23.90575274,14528.3329716687,0.0,0.0,0.0,0.0,77539.28830543997,21643.083729616,8180.743461743001,37920.214219887996,0.0,0.0,145283.329716687,1.0,20480.760557112,145283.329716687,False,"['CELEBRITY', 'CHAT AND MAGAZINE', 'FOOD AND DRINK']",33.0,Female
3lqaR+RKobAUGMHdR0EXqaojpzVyKcjexyGgmKYilT0=,7,5,7,"['WORLD CUP', 'A SPY AMONG FRIENDS', ""RUGBY: WOMEN'S WORLD CUP""]","['SPORT', 'ENTERTAINMENT', 'DRAMA']",0.0,1940.0,269.7151236,13181.433702,1.877149947,0.0,1345.3025975547,0.0,0.0,0.0,0.0,5651.635394,1.877149947,7799.5134316,1940.0,15391.148825600001,1.877149947,0.0,2.0,5651.635394,15393.025975547,True,"['FOOTBALL', 'EVENT', 'RUGBY UNION']",27.0,Female
3pakq0uPWLkNK3zWqyclRnjMvKh3/v2kM1T2UHmajBg=,70,11,30,"['THE VOICE', 'THE 1% CLUB', 'WORLD CUP']","['ENTERTAINMENT', 'DRAMA', 'SPORT']",0.0,11107.854482812001,15505.130999999998,131.1808348,7073.537,0.0,3173.7064317612003,0.0,0.0,0.0,0.0,4997.234,5815.003000000001,3283.0458348,19722.420482812002,33817.70331761201,0.0,0.0,3.0,12939.429482812,33817.70331761201,True,"['FAMILY', 'MUSICALS', 'TALENT SHOWS']",,Female
3wNWSJTPSqhch61+iE3gw5jTXkyjGtK2BTKHAoiEiYc=,9,2,3,"['WORLD CUP', 'A SPY AMONG FRIENDS']","['SPORT', 'DRAMA']",0.0,3236.853,0.0,734.229849259,0.0,0.0,73.42298492590001,0.0,0.0,0.0,0.0,1.951,734.229849259,0.0,,3971.082849259,0.0,0.0,2.0,3236.853,3971.082849259,True,"['FOOTBALL', 'EVENT', 'CRIME AND THRILLER']",30.0,Female
3xZHMat3J02hDedU7fx369MP+mpHB7j0JcpGKPAd7fo=,22,4,19,"['LOVE ISLAND USA', 'BABE', 'WORLD CUP CLASSICS']","['ENTERTAINMENT', 'SPORT', 'OTHER']",0.0,0.0,34995.76278157999,22.482,13.78891224,0.0,1.8529693820000002,0.0,0.0,2959.0641,0.0,140.279,10716.531693820001,10953.956,13221.267000000002,31988.409693819995,0.0,3043.6240000000003,3.0,36.27091224,35032.03369382,False,"['DATING SHOWS', 'FACTUAL', 'ACTION AND ADVENTURE']",39.0,Female
43cnewViPa8ix1vYTx5BNOQYFKhy1kk/i5A0W2FvtXY=,9,3,8,"['HEARTBEAT', 'CORONATION STREET', 'EMMERDALE']",['DRAMA'],0.0,15175.75125441,0.0,0.0,0.0,0.0,410.115725441,0.0,1107.4594000000002,0.0,0.0,11074.594000000001,0.0,4101.15725441,0.0,11074.594000000001,4101.15725441,0.0,2.0,2777.385,15175.75125441,False,"['FAMILY', 'PERIOD AND HISTORICAL', 'LONG RUNNING DRAMA']",37.0,Female
44l0UBwjQndgpmm+VhOIY9G/AUOqa3rp6WMbJb5YyLc=,406,14,142,"['CORONATION STREET', 'EMMERDALE', 'THE LARKINS']","['DRAMA', 'OTHER', 'FACTUAL']",0.0,313312.71600000013,2702.913,0.0,7484.278,1095.511,29819.213800000005,748.4278,1643.2165000000002,0.0,0.0,62117.455000000016,151896.311,110581.65200000007,,,0.0,0.0,1.0,70239.64200000004,324595.4180000001,True,"['LONG RUNNING DRAMA', 'DRAMA', 'BASED ON A TRUE STORY']",33.0,Male
44zMRZG9DAaD5cwuVcT0hqewcydcxCBwEWAlkxLRMyQ=,130,50,82,"['LOVE ISLAND', 'EMMERDALE', ""I'M A CELEBRITY... GET ME OUT OF HERE!""]","['ENTERTAINMENT', 'DRAMA', 'OTHER']",0.0,7408.876068077001,63157.807244790994,71426.388926255,19892.572129,7439.771380609999,14717.481789760302,1156.8705851130003,78.025,463.0921000000001,0.0,26268.289985545005,30090.014740543,69982.978301114,42984.13272153101,169325.41574873295,0.0,0.0,2.0,58222.843831514016,169325.41574873295,True,"['CELEBRITY', 'DATING SHOWS', 'CRIME AND THRILLER']",25.0,Prefer not to answer
49DaNNA2gNOFl9O0/2xT2DFexEyON+jYPl4e/B+go5g=,7,3,7,"['JUNK & DISORDERLY', 'THE MOTORBIKE SHOW', 'DNA JOURNEY']","['FACTUAL', 'ENTERTAINMENT']",0.0,0.0,3481.32,0.0,0.0,14276.127,348.13200000000006,0.0,0.0,0.0,1427.6127000000001,0.0,0.0,12371.249,5386.198,17757.447,0.0,0.0,1.0,2736.449,,False,"['TRAVEL', ' ADVENTURE AND EXPLORATION', 'DOCUMENTARY']",24.0,Female
49W0mHzY25hS7Za2dUrKeUfEiWBiJ20vG7DCyHqo8XM=,3,4,4,"['THE WALK-IN', 'WORLD CUP', 'THE 1% CLUB']","['DRAMA', 'ENTERTAINMENT', 'SPORT']",0.0,1547.808,2754.0,7255.606076,1335.933673,0.0,1289.3347749000002,0.0,0.0,0.0,0.0,0.0,0.0,11345.539749,1547.808,12893.347749,0.0,0.0,1.0,0.0,12893.347749,False,"['SOCIAL DRAMA', 'ACTION AND ADVENTURE', 'FOOTBALL']",25.0,Male
4HEjL6KSKZImBZJn2sknUI53k3RFfKpQCQa8jMFsI1Y=,156,20,80,"['HORNBLOWER', 'THE NFL SHOW', ""I'M A CELEBRITY... GET ME OUT OF HERE!""]","['DRAMA', 'ENTERTAINMENT', 'SPORT']",0.0,84209.45490239999,95312.74932061101,41128.954341029996,1356.606117,1006.857845,14515.945936504102,0.0,0.0,825.1242000000001,5497.792316099999,38925.66161662001,14199.678979000002,46949.948630999,122939.33329942201,223014.622526041,0.0,0.0,2.0,87958.66927839098,223014.622526041,True,"['CELEBRITY', 'ACTION AND ADVENTURE', 'PERIOD AND HISTORICAL']",36.0,Prefer not to answer
4M+SEDR9UShcGoB4hKMW6J5zDFAt6BG2YSx5L0Ccrtg=,7,3,7,"[""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'THE JONATHAN ROSS SHOW', 'GEORGIA & TOMMY: BABY STEPS']",['ENTERTAINMENT'],0.0,0.0,15627.889000000001,0.0,0.0,0.0,1522.46,0.0,0.0,40.328900000000004,0.0,4115.54,3319.46,3797.6,4395.289,15627.889000000001,0.0,0.0,1.0,3722.749,15627.889000000001,False,"['CELEBRITY', 'CHAT AND MAGAZINE', 'REALITY']",44.0,Male
4Od8IM3y25vPXgLTqyyBUIPEYR8v2bN/D+b5YRdy4u0=,6,4,5,"['MIDSOMER MURDERS', 'CORONATION STREET', ""JAMES MARTIN'S GREAT BRITISH ADVENTURE""]","['DRAMA', 'FACTUAL']",0.0,1343.8408847,0.0,0.0,0.0,146.2897376,124.19856223,0.0,4.0994,0.0,0.0,0.0,394.43473760000006,1095.6958847,0.0,1490.1306223000001,0.0,0.0,2.0,0.0,1490.1306223000001,True,"['CRIME AND THRILLER', 'LONG RUNNING DRAMA', 'TRAVEL']",27.0,Female
4Px4gtg43PSXgit+prj13sjdYDSH9c71dzNSkI/DVOU=,21,18,22,"['WORLD CUP', 'STONEHOUSE', 'BACK TO THE FUTURE']","['SPORT', 'DRAMA', 'ENTERTAINMENT']",0.0,8848.277,11934.5414244,27291.751251187,10015.2392842,4305.001,4144.096721558701,89.07899202,0.0,0.0,1829.9998824,0.0,0.0,55153.057946687,7241.7520131,62394.809959787,0.0,0.0,2.0,32893.1059032,62394.809959787,True,"['FOOTBALL', 'EVENT', 'CRIME AND THRILLER']",47.0,Male
4R0QyteQnxK8Quv6VEhAOQU06NF33jHD8SIrblfyZnQ=,9,2,4,"['STONEHOUSE', 'A SPY AMONG FRIENDS']",['DRAMA'],0.0,11396.545999999998,0.0,0.0,0.0,0.0,964.4733000000001,0.0,0.0,0.0,0.0,2807.497,1407.254,5596.543,1585.2520000000002,11396.545999999998,0.0,0.0,1.0,2807.497,11396.545999999998,True,"['CRIME', 'CRIME AND THRILLER']",31.0,Male
4TKWSbwK4djCMr37Wyf0Q2HNMoMtZsot0Gvl9swX2do=,6,3,6,"['LITVINENKO', 'A SPY AMONG FRIENDS', 'STONEHOUSE']",['DRAMA'],0.0,12849.829,0.0,0.0,0.0,0.0,1106.7812,0.0,0.0,0.0,0.0,0.0,5541.813,7308.016,,12849.829,0.0,0.0,1.0,0.0,12849.829,True,"['BASED ON A TRUE STORY', 'CRIME', 'CRIME AND THRILLER']",29.0,Prefer not to answer
4XIII05wSU+PRbCVIZZXJo6Ik23uolqOQ3NNqBcdWkc=,1,1,1,['A SPY AMONG FRIENDS'],['DRAMA'],0.0,681.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.699,0.0,681.699,0.0,0.0,1.0,0.0,681.699,True,['CRIME AND THRILLER'],,Male
4Ztjzm4JJ0xLWLnDl9TPIYqG3x3yAOfPqz4iuLGpc+0=,25,5,12,"['WITHOUT SIN', 'A SPY AMONG FRIENDS', 'THE SUSPECT']","['DRAMA', 'COMEDY']",44.304,23971.058999999997,0.0,0.0,0.0,0.0,2012.9783000000002,4.430400000000001,0.0,0.0,0.0,0.0,7727.272999999999,16288.090000000004,0.0,24015.362999999998,0.0,0.0,1.0,13455.541999999998,24015.362999999998,True,"['CRIME AND THRILLER', 'CONTEMPORARY BRITISH', 'SITUATION COMEDY']",35.0,Female
4f580O9D81r/6t9hR7Ff+2fnexUaoclWRfZeILz1BJA=,5,3,4,"['WORLD CUP', 'ENGLISH FOOTBALL LEAGUE HIGHLIGHTS', ""I'M A CELEBRITY... GET ME OUT OF HERE!""]","['SPORT', 'ENTERTAINMENT']",0.0,0.0,504.0,10419.733551000001,0.0,0.0,818.3733551,0.0,0.0,0.0,274.0,0.0,0.0,10923.733551000001,0.0,10923.733551000001,0.0,0.0,2.0,2740.0,10923.733551000001,False,"['FOOTBALL', 'EVENT', 'CELEBRITY']",43.0,Male
4hwLZLv6ARtEwbv0zDmuNwtUeBHsEWz6jowzFFK/0c0=,21,7,10,"['A YEAR ON PLANET EARTH', 'A SPY AMONG FRIENDS', 'FAIRYTALE: A TRUE STORY']","['FACTUAL', 'OTHER', 'DRAMA']",0.0,3864.25,0.0,0.0,14154.417000000001,9644.122,1505.0785,512.5970000000001,0.0,0.0,0.0,5953.377,11807.631000000001,1500.55,8401.231,27662.788999999997,0.0,0.0,1.0,1500.55,27662.788999999997,True,"['WILDLIFE AND ENVIRONMENT', 'CRIME AND THRILLER', 'FANTASY']",36.0,Prefer not to answer
4j/YtNrEryCTeuFrL56x1rHVVdy+EPF28gQJVfrQoI8=,193,26,73,"[""FOYLE'S WAR"", ""AGATHA CHRISTIE'S POIROT"", 'MURDER IN PROVENCE']","['DRAMA', 'COMEDY', 'OTHER']",10401.06,151370.133,305.598834,0.0,10951.299138,0.0,1768.9039971999998,598.3345,9096.563699999999,0.0,0.0,6616.673,99908.42632336002,58399.99851064001,8102.993138,173028.09097199998,0.0,0.0,1.0,30719.25551064,173028.09097199998,True,"['CRIME AND THRILLER', 'PERIOD AND HISTORICAL', 'WAR']",33.0,Male
4jhS1V2hUQjFjKWKFvphOxQSC2VfiL0hmOkbA/fx58Q=,18,11,12,"['CLASSIC CORONATION STREET', 'TIPPING POINT: LUCKY STARS', 'WORLD CUP']","['DRAMA', 'ENTERTAINMENT', 'SPORT']",0.0,1249.3629504289997,2136.88563194,0.0,0.0,0.0,215.99801423690002,0.0,122.626844,0.0,0.0,656.0316053,0.0,1678.7896340489997,,,2696.972634049,0.0,2.0,1440.3971457,3386.2485823690004,False,"['LONG RUNNING DRAMA', 'CELEBRITY', 'QUIZ AND GAME SHOWS']",30.0,Male
4kjdH9awgzKzhLydwcaRSC1eFShQbjYPTjC1cYEhM48=,2,1,2,['THE WALK-IN'],['DRAMA'],0.0,2766.167,0.0,0.0,0.0,0.0,276.6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766.167,2766.167,0.0,0.0,1.0,0.0,2766.167,False,['SOCIAL DRAMA'],40.0,Prefer not to answer
4oLAD8+mfYDb2GdvO5cCgU44YXvc6elba0Wn+JvqE0Q=,16,3,10,"['WORLD CUP', ""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'THE MARTIN LEWIS MONEY SHOW LIVE']","['SPORT', 'ENTERTAINMENT', 'FACTUAL']",0.0,0.0,17648.548741000002,7044.709945601001,0.0,435.3722471,2512.8630933701,0.0,0.0,0.0,0.0,0.0,0.0,7044.709945601001,18083.920988100002,23301.1202091,1827.510724601,0.0,3.0,3962.7799,,False,"['FOOTBALL', 'EVENT', 'CELEBRITY']",37.0,Male
4og0iTHZeJBGSWNjZhXwQds+ECYQmGp7vL+hTZAiqUg=,5,3,4,"['A SPY AMONG FRIENDS', 'THE REAL STONEHOUSE', 'DOC MARTIN CHRISTMAS SPECIAL 2022']","['DRAMA', 'FACTUAL']",0.0,7133.264,0.0,0.0,0.0,2741.186,664.4915000000001,0.0,0.0,0.0,0.0,0.0,0.0,9874.45,0.0,9874.45,0.0,0.0,1.0,0.0,9874.45,True,"['CRIME AND THRILLER', 'COMEDY', 'MEDICAL']",41.0,Prefer not to answer
4oh4xOgQ8DzyEBWEG5Df/Vy8XBeMl2zpDPkVQaBPRe0=,4,1,1,['WITHOUT SIN'],['DRAMA'],0.0,1333.48,0.0,0.0,0.0,0.0,133.348,0.0,0.0,0.0,0.0,168.92,0.0,1164.56,0.0,1333.48,0.0,0.0,1.0,1164.56,1333.48,False,['CRIME AND THRILLER'],33.0,Other
4qYtrRZC2RRu4/jl2fqzlpnaLcjXlWoRxJn1EXqb3dY=,12,9,14,"['A SPY AMONG FRIENDS', ""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'A YEAR ON PLANET EARTH']","['DRAMA', 'ENTERTAINMENT', 'FACTUAL']",0.0,12956.948000000002,3973.1460924249996,0.0,0.0,449.097,781.9816092425001,0.0,0.0,0.0,0.0,0.0,359.131,7065.187824895,9954.87226753,17379.191092425,0.0,0.0,2.0,4456.045092425,17379.191092425,True,"['CRIME AND THRILLER', 'CELEBRITY', 'QUIZ AND GAME SHOWS']",40.0,Male
4v1Esgz8OAuB0Y8oBRPHtomF48/ZKyJVJ/EXAUB7kgg=,3,1,3,"[""I'M A CELEBRITY... GET ME OUT OF HERE!""]",['ENTERTAINMENT'],0.0,0.0,3880.277486,0.0,0.0,0.0,388.02774860000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.277486,3880.277486,0.0,0.0,1.0,0.0,3880.277486,False,['CELEBRITY'],32.0,Female
4zZLhVh8WIhcHnJO8LshAKfkwxuL7oS7RJBvsLGDXxk=,5,3,4,"['THE WALK-IN', 'AQUAMAN', 'GORDON, GINO & FRED: ROAD TRIP']","['DRAMA', 'ENTERTAINMENT', 'OTHER']",0.0,5920.295,115.136,0.0,624.417,0.0,603.5431,62.441700000000004,0.0,0.0,0.0,0.0,0.0,4882.255,,6659.848000000001,0.0,0.0,1.0,4069.06,6659.848000000001,False,"['SOCIAL DRAMA', 'ACTION AND ADVENTURE', 'FANTASY']",29.0,Male
52VvpLdExZA3xDqcbHEkgFozV3faJ60VMfRI7P2HglY=,5,4,5,"['MURDER IN THE FAMILY', 'WITHOUT SIN', 'WORLD CUP']","['FACTUAL', 'SPORT', 'DRAMA']",0.0,2726.402,0.0,126.624201,0.0,6346.943,285.3026201,0.0,0.0,0.0,67.53490000000001,0.0,126.624201,8397.996,675.349,9073.345000000001,126.624201,0.0,2.0,0.0,9199.969201,False,"['CRIME DOCUMENTARY', 'FOOTBALL', 'EVENT']",24.0,Prefer not to answer
54YPdZ6gyUabNSl3pl5LtQH0lZJB9qxCVRfE4mYssHI=,6,3,6,"['LOVE ISLAND', ""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'WORLD CUP']","['ENTERTAINMENT', 'SPORT']",0.0,0.0,4987.9183713,8442.772443,0.0,0.0,1142.2772443,200.79183713,0.0,0.0,0.0,0.0,0.0,11503.8608143,1926.83,13430.6908143,0.0,0.0,2.0,0.0,13430.6908143,False,"['DATING SHOWS', 'CELEBRITY', 'FOOTBALL']",39.0,Female
54o7dfrqnMYU5SFQA3HCcwkyJNhdkzK/pkre1rCXM7U=,31,5,14,"['FA CUP', 'WORLD CUP', 'WITHOUT SIN']","['SPORT', 'DRAMA']",0.0,22402.926,0.0,16799.036632375,0.0,0.0,3455.1315322975,0.0,0.0,0.0,116.58513094,0.0,0.0,31227.330889372002,7974.631743002999,39201.962632375005,0.0,0.0,2.0,14277.117999999999,39201.962632375005,True,"['FOOTBALL', 'EVENT', 'CRIME AND THRILLER']",31.0,Female
55DOt+SKedc4zUkcaVqvbBkT4hys3hUHP1XPuam1E0c=,3,2,3,"['A SPY AMONG FRIENDS', 'DRIVE']","['DRAMA', 'OTHER']",0.0,3971.742,0.0,0.0,828.691,0.0,0.0,0.0,0.0,0.0,0.0,3971.742,0.0,828.691,0.0,4800.433,0.0,0.0,1.0,3971.742,4800.433,True,"['CRIME AND THRILLER', 'CRIME']",33.0,Prefer not to answer
583ANTaMPjrxEyzCJfdn7ImXzuKLo8skmlEH840DGSA=,9,9,9,"['A SPY AMONG FRIENDS', 'THE WAY TO THE STARS', ""GRUMPY CAT'S WORST CHRISTMAS EVER""]","['OTHER', 'DRAMA', 'COMEDY']",3943.0,4515.0,0.0,0.0,7406.0,0.0,275.2,0.0,676.4000000000001,0.0,0.0,0.0,0.0,12490.0,,15864.0,0.0,0.0,1.0,0.0,15864.0,True,"['CRIME AND THRILLER', 'COMEDY', 'ACTION AND ADVENTURE']",22.0,Male
58kkRVZTsMFBu7kEpeR3017Tany4NUuvEGsnC31gsfo=,8,2,5,"['WORLD CUP', 'FA CUP']",['SPORT'],0.0,0.0,0.0,6789.75719742,0.0,0.0,437.106561612,0.0,0.0,0.0,241.86915813000002,0.0,194.78200071999998,5730.2310922,864.7441045,0.0,4697.45201542,2092.305182,2.0,4705.77876402,6789.75719742,False,"['FOOTBALL', 'EVENT']",26.0,Female
5BNAAG131APPXqQo5TlQT+ImlQdbWL6hLhbm2SbQUU4=,40,8,33,"['BROADCHURCH', 'A SPY AMONG FRIENDS', 'LITVINENKO']","['DRAMA', 'FACTUAL', 'SPORT']",0.0,75628.281,0.0,579.4628253,0.0,1700.631,5265.210882529998,0.0,579.8005,0.0,0.0,579.4628253,11627.891,42348.558,,77908.37482530001,0.0,0.0,1.0,23603.363825299995,77908.37482530001,True,"['CRIME AND THRILLER', 'BASED ON A TRUE STORY', 'RUGBY UNION']",29.0,Female
5D3TVaTencbz1al6QlUJENsyEF1D51M0Ni57XtFzg1c=,12,5,11,"[""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'WORLD CUP', 'LINGO']","['ENTERTAINMENT', 'SPORT', 'DRAMA']",0.0,0.0,19720.231362000002,6070.78388,3744.238707,0.0,2953.5253949000003,0.0,0.0,0.0,0.0,0.0,3317.909,13753.842042,12463.502907000002,29535.253949,0.0,0.0,1.0,17686.109724,29535.253949,False,"['CELEBRITY', 'FOOTBALL', 'EVENT']",31.0,Male
5L+k1ERgrDVrWwwGykUE8RRbShdSzDVDrMbQpbD8pKc=,10,1,9,['LOADED IN PARADISE'],['FACTUAL'],0.0,0.0,0.0,0.0,0.0,20674.556000000004,0.0,2067.4556000000002,0.0,0.0,0.0,0.0,2729.669,0.0,17944.887000000002,0.0,0.0,20674.556000000004,1.0,10876.896,20674.556000000004,False,['ENTERTAINMENT'],36.0,Male
5L9U/FVIh8Mokk1AHNPQXMmJ1jNCXsJCCDYPvhAHvVE=,3,3,3,"['WORLD CUP', 'NEXT LEVEL CHEF', 'TIPPING POINT']","['ENTERTAINMENT', 'SPORT']",0.0,0.0,22.454595044999998,1.129241453,0.0,0.0,2.3583836498,0.0,0.0,0.0,0.0,0.0,0.0,10.954056648,12.62977985,0.0,23.583836498,0.0,1.0,1.129241453,23.583836498,False,"['FOOTBALL', 'EVENT', 'QUIZ AND GAME SHOWS']",42.0,Male
5MAve/UtUjaPLnlk6QdPIrxDLMl2A4Kj+DDgYmzrHIY=,3,2,2,"['A SPY AMONG FRIENDS', 'HM THE KING (2022)']","['DRAMA', 'FACTUAL']",0.0,2316.914,0.0,0.0,0.0,505.715,0.0,0.0,50.5715,0.0,0.0,0.0,532.8199999999999,2289.809,0.0,2822.629,0.0,0.0,1.0,0.0,2822.629,True,"['CRIME AND THRILLER', 'SPECIAL EVENTS']",28.0,Male
5N184NzoUy5YuISYz3+eTQWxFpbvjcv3ePGLYchk6LA=,3,1,2,"[""I'M A CELEBRITY... GET ME OUT OF HERE!""]",['ENTERTAINMENT'],0.0,0.0,1430.7219999999998,0.0,0.0,0.0,143.07219999999998,0.0,0.0,0.0,0.0,1430.7219999999998,0.0,0.0,0.0,1430.7219999999998,0.0,0.0,1.0,1065.331,1430.7219999999998,False,['CELEBRITY'],29.0,Male
5RmhsPmOf7175cEy7v0kYmV5rszoarwdIG6/FAEyeng=,53,5,18,"['THE SUSPECT', 'WITHOUT SIN', 'A SPY AMONG FRIENDS']",['DRAMA'],0.0,45954.35899999998,0.0,0.0,0.0,0.0,3328.764899999999,0.0,0.0,0.0,0.0,993.911,10206.211000000001,22894.365,11859.872000000001,45954.35899999998,0.0,0.0,3.0,12299.751,45954.35899999998,True,"['CRIME AND THRILLER', 'BASED ON A TRUE STORY', 'LONG RUNNING DRAMA']",36.0,Female
5TNDxmGRD2K9af+ZNEp/7TNg/wUrvdhNl+cHwP7sIhc=,47,9,28,"['A SPY AMONG FRIENDS', ""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'A CONFESSION']","['DRAMA', 'ENTERTAINMENT', 'SPORT']",0.0,52322.104042743995,17663.68626056,1491.792222,0.0,1007.260608,3018.1060525303997,0.0,1631.2269000000001,100.72606080000001,0.0,1491.792222,8718.023000000001,10493.758,51781.269911304,72484.843133304,0.0,0.0,1.0,12450.950469000001,72484.843133304,True,"['CRIME AND THRILLER', 'CELEBRITY', 'BASED ON A TRUE STORY']",42.0,Female
5V7hMmzicMCRj9x5PPWZqWdSiJH6m/Qk/3JIjtGYGu8=,23,2,7,"['A SPY AMONG FRIENDS', 'PLEBS: SOLDIERS OF ROME']","['DRAMA', 'COMEDY']",5003.937,19729.021,0.0,0.0,0.0,0.0,0.0,500.3937,0.0,0.0,0.0,0.0,11600.615,9922.958,,24732.957999999995,0.0,0.0,3.0,5003.937,24732.957999999995,True,"['CRIME AND THRILLER', 'SITUATION COMEDY']",39.0,Male
5YVtiI8yI8Qgi3oRQAzrSS8SMsgQPkRQQHIxRyKilNE=,17,3,13,"[""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'CORONATION STREET', 'ON THE BUSES']","['ENTERTAINMENT', 'DRAMA', 'COMEDY']",4286.537,4621.335999999999,14539.066,0.0,0.0,0.0,1916.0402000000006,0.0,428.6537,0.0,0.0,4136.7029999999995,12668.991000000002,6641.245,0.0,23446.939000000002,0.0,0.0,1.0,9715.377,23446.939000000002,False,"['CELEBRITY', 'LONG RUNNING DRAMA', 'SITUATION COMEDY']",31.0,Female
5g7WtW+iPUyZjTAqql4Kf7okijsBjqLroOgSsT7h+h4=,24,3,13,"['A SPY AMONG FRIENDS', 'A CONFESSION', 'THE WALK-IN']",,0.0,22195.715,0.0,0.0,0.0,0.0,17.0869,0.0,1131.1455,0.0,0.0,1788.281,1758.782,18640.79,7.862,22195.715,0.0,0.0,,11110.211,22195.715,True,"['CRIME AND THRILLER', 'BASED ON A TRUE STORY', 'SOCIAL DRAMA']",39.0,Female
5gsHLXdFDF5V9znY8At6TmbDUmLindr/H26iQc3v0dg=,20,11,19,"['WORLD CUP', 'STONEHOUSE', 'A SPY AMONG FRIENDS']","['DRAMA', 'SPORT', 'FACTUAL']",0.0,24099.919795399997,1510.586789,12445.46770989,832.4799459000001,2767.0,3928.7596240189996,0.0,0.0,0.0,0.0,0.0,0.0,29979.02690029,11676.4273399,41655.45424019,0.0,0.0,1.0,5554.0397348999995,41655.45424019,True,"['FOOTBALL', 'EVENT', 'CRIME AND THRILLER']",33.0,Prefer not to answer
